Pitch,10,11,12,13,14,15,16
6,1150,1735,2222,2688,3250.0,3646.0,4021.0
7,1273,1945,2412,2904,3406.0,3902.0,4380.0
8,1276,1771,2693,3224,3757.0,4277.0,4771.0
9,1284,1765,2336,2988,4084.0,4623.0,
10,1298,1765,2315,2938,3617.0,4941.0,
11,1320,1772,2301,2895,3538.0,,
12,1351,1787,2294,2860,3468.0,,
13,1390,1810,2295,2833,,,
14,1439,1842,2305,2815,,,
